Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
znf652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptch2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ppdpfa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
upf3b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-160o17.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
srpk1b,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
uba52,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
shda,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
si:dkey-1f12.3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
chst14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
onecut2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rpz6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
apaf1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-148h10.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pou3f2a,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
wipf2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gas6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gpr185b,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
tmem266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-51h9.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sema6e,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tap2t,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fgf5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hspa14,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
lrmda,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
susd6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nsl1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-21e13.3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
csnk1g2a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ppp1cab,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
eif4ebp2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
map3k7cl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mutyh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nfat5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zfyve9a,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mcf2a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pofut1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gtpbp4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-79i2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rpa1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uba7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
utp23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ralab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvl3a,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
nubpl,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zgc:162936,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sema7a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brms1la,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chd6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
fam76b,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc38a3a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
trim3b,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
pmela,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thbs1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
znf804b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3gnt5b,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cse1l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-249d8.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnpat,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ssbp3b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-81f3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-152c8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-173m16.2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cpox,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ppp1r14bb,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
klf8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-7i4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rad51d,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:dkey-287g12.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
msl1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s100b,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
dgkza,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-235e9.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pdia7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
synj1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
grb10a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
magi2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slc9a1b,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch73-299h12.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
creb5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dnajb6b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atp5pf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cnot4a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
arhgap5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cyp1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gstk1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
n4bp2l2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kdm5ba,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
nmnat3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
clcc1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
adgrb3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrpl37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
meig1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nop53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-161j23.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arhgef10la,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa2h,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cplx2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zcrb1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
senp7b,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
si:dkey-68o6.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hmg20b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
siva1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sumo1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pogzb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cct2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nipal4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usf1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cers1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
barhl1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcf12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-34f9.3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc41a2a,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cox4i1l,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
bcap31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
metrnlb,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
map3k14a,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dnmt3bb.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
slc5a5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rhpn2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
etv5b,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch73-359m17.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mbd1b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-56m19.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aplnrb,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-56a11.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lypd6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efemp2b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
odf2b,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rpa2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
acot14,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
grin2da,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gpr63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abcg2a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gabpb1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
msra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sh3glb1a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dlx3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pbx3a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ppp1r13bb,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nudt5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gch2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-271b14.1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tmem268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trabd,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
neu3.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rassf4a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rpl36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fzd9b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tspan33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mapk12b,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
dvl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kpna2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
si:dkey-24l11.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
casp20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prex1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
htr6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryr3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ercc3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
hsf4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kcnj19b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-97m3.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rasa3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mybl2a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plscr3a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pigl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ip6k2a,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
tpmt.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
rxfp3.3a3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sos1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
heatr5a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
im:7138535,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
micall2a,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
rftn2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alkbh6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rmc1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
celf3b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
or115-6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sun1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
cox5b2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rab41,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pars2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
fam185a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:rp71-79p20.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nom1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chrd,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bloc1s5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cuedc2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prf1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-185a18.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hprt1l,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
iqsec1a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ttc17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nlrb5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
slc66a1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-81j8.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stx11b.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cep152,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mtus1a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rpa3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nup160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
fbxo31,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
si:ch211-154e10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tbc1d23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
galnt12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stx16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch211-136a13.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gata2b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
slco2a1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-154p10.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
fam120b,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
bcl11ba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rab11fip4a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tdg.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rap2ab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pspc1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sobpa,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tp53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
htr7c,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ca10a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tecpr1b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ttn.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ttc6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zmynd12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atp6v1ab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tshz3b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-234b20.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
apba2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-42i9.4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
si:dkey-33c9.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tmem42a,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
nxpe3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
znf277,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ppih,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mpc1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rbpms,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mdm1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ctsh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tap1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rab3gap2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-14a17.11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cpdb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dacha,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ctsla,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc25a39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mmp15a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
plekhj1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lhx4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-173p19.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pde3a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sik2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msh4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
sdc4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
akap17a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
irs2a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
map7d1a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
syt11a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mettl22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tpgs1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dhx30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC108190731,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ndufa12,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
dyrk2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tada2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sbno2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmem184ba,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
nck2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttbk2a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ist1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
eme1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ptger4b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eed,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
harbi1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc33a1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
rbm15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
adamts8a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
golga5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nitr9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tusc2b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nsfl1c,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
csnk2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kcnh3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ubxn8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gne,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tmem11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
mtr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:dkey-195m11.8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
acer1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dpp9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
nlgn4xa,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sord,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phf23b,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mut,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pfkma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iftap,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
glo1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phf21ab,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
abi1b,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
si:ch211-66k16.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nelfe,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pex7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rcn1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
srsf5a,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ube2s,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rcc1l,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
jakmip1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
izumo1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ubn2b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam171a2a,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
si:dkey-261m9.19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ccna1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
krt8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ctnnd1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ahnak,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tubb5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-221f6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rfx4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
usp54a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kdm5bb,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
prom1a,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
si:ch211-264f5.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
anp32b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fam131bb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mast2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-93m18.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sipa1l1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
b3gnt2l,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xylt1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
myo10l1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
acin1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch1073-174d20.1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
eif4a2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
snx2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
poldip2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kcnh5b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-195p4.4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cyb5r2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brd4,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
cops5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
kdm4b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ifit8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
krr1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf423,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
bag2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
