Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16
pcgf5a,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sema4aa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tacc3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
klc4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-198o12.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uros,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ccdc30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rps5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
irf1b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
slc25a11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sntg1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
papola,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hormad1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otog,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fermt2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-106n21.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tent5ba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slco3a1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atp10b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100149352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b4galnt3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dgkaa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lyn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bcl6aa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shank2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
poli,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
cep89,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tspan2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shroom2b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
slc12a4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tspan5a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-240h12.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
grin2bb,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
timp4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwc25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
npm2b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pcdh1g29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polr1b,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
fam168a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piga,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
klhl10b.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-202c21.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
slf1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ftr53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pik3cg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
setmar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arpc5b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-208g10.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-13c6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dhx32a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:zfos-1324h11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dscama,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tex2l,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fbxo32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
or123-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tpi1a,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
grb2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-85n16.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnft1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
carmil2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nrbp2a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cdc23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxo18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mpc2a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pla2g4aa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gpsm1b,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
avl9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DKEY-226M8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-264p11.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-69m14.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atp5po,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-133l5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
msx2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mpp3a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slc22a18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
inhbab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stk39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
palm2akap2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
amot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psmc3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nab1b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mtfr1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gldn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dimt1l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rragd,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
gtf3aa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
myh7ba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fkbp2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kcnk17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hcn3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chst3a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zswim2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arsa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fosl1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
st8sia6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
atp5f1d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
itfg1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
agap3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cyb561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spegb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
krit1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbln1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cdk19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
slx4ip,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
si:dkey-15h8.10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
med28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
antxr1d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsbp1l1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sdcbp2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ydjc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
epd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccdc32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rfwd3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rab35b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sppl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bag3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc16a1a,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cep41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-225f23.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prtgb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
plekha1b,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ksr1b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
atp13a1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
baiap2l2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
asns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uprt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mrtfba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kcnj8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sh3bgrl,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
trim35-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-160f23.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mespbb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
si:dkey-33c9.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppp2r5b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-222b8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfe2l2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-211g8.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cahz,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ctps1a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rnf34a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sbf2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neo1b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cpeb4b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nppcl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tspan4b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insm2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
herc3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-119m7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyd1b,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lpxn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-102m7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
gmds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
golim4b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
prkaa2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prdm8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tnnt3a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-142c4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cnep1r1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abhd2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aspa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnal2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tm9sf5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bud13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tradv3.0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trappc2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nudt6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rnf26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anapc16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tcf23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
soga1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
haus5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zmat1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
reep3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ifi27.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkeyp-117h8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cybc1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
si:ch73-303b9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ccar1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lcorl,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
atg16l2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rom1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atp2b1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
usp18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ap5b1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dmrt2a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sgk3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
socs1b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
smchd1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nol4lb,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ppt2a.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rgs7bpa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zc2hc1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p3h3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ftr97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rnf165a,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
asb6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nfixb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nmnat1-rbp7a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
cdhr5-rs,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
esama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4galt3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dph6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tmem237b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prr5a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC563448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sh2d1ab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sucla2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pcsk1nl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfsd6l,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aff3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddrgk1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c1galt1b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spsb4a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tpm4b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ddr2b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
slka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phb2b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sars2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gatd1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dock7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cmtm6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-237c6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
paqr3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:zfos-1192g2.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actc1a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
exoc8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
itm2cb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-241b2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pafah1b2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ankrd11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kank2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
csmd2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scyl3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
specc1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mcoln1b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
m1ap,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
mtdha,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rad51b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
marveld1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wdr92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mrps30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
cacnb1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taar16f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
parpbp,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tgfb5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fam160a2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cep104,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
mn1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mrpl54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rilpl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kcnn4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lhfpl4b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
edc3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch73-265d7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
histh1l2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rgs7a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chrnb5b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:ch211-198a12.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urb2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kcnq5a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ric8b,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
decr1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
kng1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pcmt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2hgdh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tmem184a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pdha1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
il13ra1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oafb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxl14b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:ch211-166g5.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tuba5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bbs2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lpcat2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caprin1b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spout1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ccl38.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rbm47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cstf2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ankrd13d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pla2g12a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abcg4a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
inpp4b,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
heca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ubp1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glipr2l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hnrnpul1l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zmat3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tmx3b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
capn1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dlgap5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-234l24.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mars2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tnfsf10l3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ccr11.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
si:ch73-362m14.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC565691,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
slc26a11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettl6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adam9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf385d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nsun5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
si:dkey-147f3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gucd1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
trpc7a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC100000713,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
large1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
col10a1a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uggt2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
acadvl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf1023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ncoa6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
cenpl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rorb,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bnc2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mbpb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rbb4l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chst1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tril,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fbxo36a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nat8l,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-78p8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc35f3a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
etsrp,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
znf980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cldn15lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armc6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
manba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmp:0000001327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hadhab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
si:dkey-261h17.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wnt7ba,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
man2b2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pdgfba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
canx,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
slc25a16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
macrod1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nuggc.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC101883245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
usp39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
