,Gene name,Gene stable ID
14714,CYP51A1,ENSDARG00000042641
14715,TRHR,ENSDARG00000036159
14716,si:dkeyp-71f10.5,ENSDARG00000091783
14717,SSH1,ENSDARG00000056780
14718,trmt9b,ENSDARG00000102636
14719,PEX5,ENSDARG00000070654
14720,YJEFN3,ENSDARG00000061692
14721,si:dkey-222f8.6,ENSDARG00000094457
14722,ctsll,ENSDARG00000011701
14723,bsk146,ENSDARG00000099069
14724,tuba1c,ENSDARG00000055216
14725,MYRF,ENSDARG00000078676
14726,si:ch211-9d9.7,ENSDARG00000098965
14727,pard6a,ENSDARG00000069378
14728,zbed4l2,ENSDARG00000094214
14729,MSL2,ENSDARG00000038909
14730,si:ch73-87e17.1,ENSDARG00000103709
14731,si:dkey-17m8.3,ENSDARG00000091144
14732,taar13b,ENSDARG00000112016
14733,si:dkey-190l8.2,ENSDARG00000091222
14734,LPAR6,ENSDARG00000069441
14735,taar15,ENSDARG00000069206
14736,taar13e,ENSDARG00000115277
14737,CASKIN2,ENSDARG00000043818
14738,taar14l,ENSDARG00000069213
14739,MFHAS1,ENSDARG00000079104
14740,simc1,ENSDARG00000098209
14741,RPL22L1,ENSDARG00000010244
14742,ATP2A2,ENSDARG00000005122
14743,MTPN,ENSDARG00000104018
14744,TAAR5,ENSDARG00000113793
14745,pmelb,ENSDARG00000033760
14746,FANCF,ENSDARG00000019250
14747,DLX3,ENSDARG00000014626
14748,si:dkey-17m8.2,ENSDARG00000035797
14749,si:dkey-246e3.4,ENSDARG00000086390
14750,ZDHHC15,ENSDARG00000071872
14751,RHOU,ENSDARG00000019709
14752,ALG3,ENSDARG00000053155
14753,lnc.85,ENSDARG00000105273
14754,ABCF2,ENSDARG00000038785
14755,taar13d,ENSDARG00000110650
14756,UST,ENSDARG00000006044
14757,mep1a.1,ENSDARG00000029747
14758,PPP4C,ENSDARG00000076439
14759,C1QTNF12,ENSDARG00000070681
14760,taar10,ENSDARG00000069214
14761,PRKCI,ENSDARG00000021225
14762,si:dkeyp-117b11.1,ENSDARG00000090607
14763,si:ch211-278f21.4,ENSDARG00000096539
14764,cgnb,ENSDARG00000058690
14765,CLCN5,ENSDARG00000022466
14766,tgfb5,ENSDARG00000071879
14767,SH3YL1,ENSDARG00000074393
14768,serpinb14,ENSDARG00000091801
14769,si:dkey-50d16.1,ENSDARG00000096866
14770,tln2b,ENSDARG00000110973
14771,TMEM218,ENSDARG00000027129
14772,TMEM192,ENSDARG00000037484
14773,SRD5A3,ENSDARG00000043307
14774,si:ch211-199g17.9,ENSDARG00000076609
14775,RAD54L,ENSDARG00000018623
14776,ZNF385A,ENSDARG00000009899
14777,ADAMTS6,ENSDARG00000041982
14778,pcbp3,ENSDARG00000054378
14779,taar14a,ENSDARG00000086692
14780,pimr96,ENSDARG00000110606
14781,ALX4,ENSDARG00000088332
14782,st6galnac1.2,ENSDARG00000043816
14783,CLUH,ENSDARG00000030913
14784,taar13c,ENSDARG00000112794
14785,SERPINE3,ENSDARG00000057108
14786,si:dkeyp-7b3.2,ENSDARG00000098668
14787,si:ch211-196f19.1,ENSDARG00000113660
14788,si:ch73-59f11.3,ENSDARG00000102856
14789,TTC5,ENSDARG00000013329
14790,si:ch73-236m19.1,ENSDARG00000098053
14791,si:ch211-216l23.2,ENSDARG00000069122
14792,si:ch211-247i17.6,ENSDARG00000097294
14793,si:dkey-3p4.8,ENSDARG00000114124
14794,slc23a3,ENSDARG00000088891
14795,or62c4,ENSDARG00000105793
14796,phc2a,ENSDARG00000056695
14797,si:ch211-171h4.3,ENSDARG00000020455
14798,foxo6b,ENSDARG00000024619
14799,CNN1,ENSDARG00000017193
14800,rcan1a,ENSDARG00000003109
14801,or62c2,ENSDARG00000105833
14802,rpgra,ENSDARG00000056617
14803,TMEM97,ENSDARG00000040553
14804,cacna1ha,ENSDARG00000060496
14805,lrrc41,ENSDARG00000096306
14806,EIF2B3,ENSDARG00000018106
14807,TCEA3,ENSDARG00000004724
14808,CRLS1,ENSDARG00000038000
14809,si:dkeyp-7g10.2,ENSDARG00000093073
14810,ELL,ENSDARG00000000568
14811,ZNF236,ENSDARG00000095890
14812,VAMP3,ENSDARG00000070161
14813,trim110,ENSDARG00000068240
14814,si:ch211-143l19.3,ENSDARG00000099054
14815,si:dkey-5n7.1,ENSDARG00000102604
14816,cbln18,ENSDARG00000090969
14817,KSR1,ENSDARG00000030933
14818,CCNB1IP1,ENSDARG00000104639
14819,tac3a,ENSDARG00000093089
14820,slc8a2a,ENSDARG00000008912
14821,RAPGEF1,ENSDARG00000015971
14822,si:dkey-5n7.2,ENSDARG00000102339
14823,MRPS18A,ENSDARG00000024465
14824,si:ch211-57g18.4,ENSDARG00000098575
14825,si:ch211-9d9.8,ENSDARG00000098437
14826,KLHL40,ENSDARG00000039052
14827,PLXNB1,ENSDARG00000075821
14828,IFT20,ENSDARG00000040556
14829,mespab,ENSDARG00000068761
14830,si:ch73-374j17.3,ENSDARG00000097132
14831,SOX3,ENSDARG00000053569
14832,LRRN1,ENSDARG00000060115
14833,,ENSDARG00000101615
14834,scel,ENSDARG00000034677
14835,CC2D1B,ENSDARG00000099445
14836,si:ch211-143l19.2,ENSDARG00000102844
14837,selenoh,ENSDARG00000093022
14838,EFCAB11,ENSDARG00000043740
14839,crb2a,ENSDARG00000060106
14840,NSMF,ENSDARG00000060025
14841,SERPINB8,ENSDARG00000095830
14842,AVL9,ENSDARG00000055538
14843,HHATL,ENSDARG00000039051
14844,si:ch73-191k20.4,ENSDARG00000093438
14845,si:dkey-269o24.6,ENSDARG00000103417
14846,fkbp11,ENSDARG00000037000
14847,si:dkey-228g21.5,ENSDARG00000094837
14848,UNC93B1,ENSDARG00000069114
14849,ccdc178,ENSDARG00000090429
14850,MET,ENSDARG00000070903
14851,ZDHHC2,ENSDARG00000034757
14852,wnt7ba,ENSDARG00000022858
14853,si:cabz01070274.1,ENSDARG00000099137
14854,ssuh2rs1,ENSDARG00000063292
14855,,ENSDARG00000097913
14856,si:dkey-111e8.2,ENSDARG00000095363
14857,crocc2,ENSDARG00000017425
14858,CMBL,ENSDARG00000073786
14859,nradd,ENSDARG00000057143
14860,NDUFA4L2,ENSDARG00000103114
14861,si:dkey-207l24.2,ENSDARG00000101688
14862,vcanb,ENSDARG00000009401
14863,gh1,ENSDARG00000038185
14864,CCDC97,ENSDARG00000074703
14865,slc6a1l,ENSDARG00000041205
14866,si:ch211-283g2.1,ENSDARG00000046091
14867,si:dkeyp-79b7.6,ENSDARG00000099895
14868,DDB2,ENSDARG00000041140
14869,YWHAB,ENSDARG00000075758
14870,col19a1,ENSDARG00000096073
14871,ANKLE2,ENSDARG00000035607
14872,si:ch211-160o17.3,ENSDARG00000105387
14873,si:ch211-271g18.1,ENSDARG00000104704
14874,CILP2,ENSDARG00000013687
14875,si:dkey-41e15.4,ENSDARG00000096796
14876,GEM,ENSDARG00000029112
14877,si:ch73-366i20.1,ENSDARG00000092949
14878,FBLN2,ENSDARG00000015156
14879,CELF1,ENSDARG00000005315
14880,arhgap46a,ENSDARG00000044874
14881,TRIM55,ENSDARG00000058158
14882,CCT5,ENSDARG00000045399
14883,si:rp71-1d10.8,ENSDARG00000099345
14884,FAM163A,ENSDARG00000093021
14885,NCEH1,ENSDARG00000020427
14886,si:ch211-241a17.7,ENSDARG00000104298
14887,opn6b,ENSDARG00000098051
14888,srrd,ENSDARG00000059028
14889,TIMM10,ENSDARG00000069116
14890,amotl2b,ENSDARG00000061948
14891,OLFML3,ENSDARG00000061852
14892,tti2,ENSDARG00000073773
14893,si:ch211-198k9.9,ENSDARG00000096648
14894,rab1bb,ENSDARG00000056479
14895,HTR4,ENSDARG00000061940
14896,zgc:114200,ENSDARG00000100633
14897,taar14h,ENSDARG00000090464
14898,si:ch211-198k9.6,ENSDARG00000069804
14899,ttyh1,ENSDARG00000076804
14900,cd34,ENSDARG00000095268
14901,si:ch211-188p14.9,ENSDARG00000105092
14902,si:dkey-241f8.1,ENSDARG00000098435
14903,,ENSDARG00000097709
14904,taar20i,ENSDARG00000111623
14905,taar14i,ENSDARG00000069211
14906,PDCD2,ENSDARG00000007892
14907,mmp17b,ENSDARG00000102956
14908,taar20h,ENSDARG00000116428
14909,,ENSDARG00000105440
14910,MAT1A,ENSDARG00000039605
14911,SCFD1,ENSDARG00000000779
14912,taar14j,ENSDARG00000075828
14913,CYP20A1,ENSDARG00000006040
14914,pold3,ENSDARG00000076169
14915,fance,ENSDARG00000068870
14916,TMEM183A,ENSDARG00000044899
14917,taar20b,ENSDARG00000096169
14918,DNAJC28,ENSDARG00000018181
14919,si:dkey-119o24.2,ENSDARG00000098577
14920,MAK16,ENSDARG00000003527
14921,taar14e,ENSDARG00000090372
14922,si:dkey-26i13.8,ENSDARG00000062606
14923,TRNT1,ENSDARG00000075297
14924,NUDCD1,ENSDARG00000036158
14925,loc100334908,ENSDARG00000077058
14926,taar20a,ENSDARG00000096087
14927,BCAP31,ENSDARG00000044972
14928,si:ch211-249g19.12p,ENSDARG00000095151
14929,si:dkeyp-27b10.1,ENSDARG00000092963
14930,ndufa7,ENSDARG00000036684
14931,TBP,ENSDARG00000014994
14932,dlx4b,ENSDARG00000071560
14933,cd209,ENSDARG00000029461
14934,si:ch211-213o11.11,ENSDARG00000012496
14935,CHRM2,ENSDARG00000098612
14936,taar20g,ENSDARG00000096168
14937,si:ch211-119b12.9,ENSDARG00000096807
14938,MAB21L3,ENSDARG00000076013
14939,zgc:193807,ENSDARG00000076652
14940,si:ch211-61n17.1,ENSDARG00000091861
14941,RPA2,ENSDARG00000037188
14942,taar20f,ENSDARG00000116643
14943,si:ch211-196h24.2,ENSDARG00000100341
14944,ftr33,ENSDARG00000095032
14945,si:dkey-111i23.1,ENSDARG00000094811
14946,MTRR,ENSDARG00000045398
14947,taar14g,ENSDARG00000090812
14948,sgo1,ENSDARG00000103907
14949,OAZ2,ENSDARG00000045929
14950,EYA4,ENSDARG00000012397
14951,tnni4b.1,ENSDARG00000092999
14952,NOVA1,ENSDARG00000017673
14953,ERI1,ENSDARG00000044692
14954,zgc:103759,ENSDARG00000019503
14955,si:ch211-117i20.2,ENSDARG00000102157
14956,NLE1,ENSDARG00000057105
14957,DLAT,ENSDARG00000015918
14958,DTNBP1,ENSDARG00000055115
14959,pimr185,ENSDARG00000006109
14960,MLPH,ENSDARG00000070991
14961,si:ch211-271c18.2,ENSDARG00000101818
14962,si:ch211-198k9.7,ENSDARG00000075193
14963,si:ch211-162m14.4p,ENSDARG00000104955
14964,si:ch211-239f4.4,ENSDARG00000095108
14965,CRTAC1,ENSDARG00000059826
14966,atxn10,ENSDARG00000008439
14967,,ENSDARG00000097016
14968,PUS7L,ENSDARG00000069780
14969,zgc:173729,ENSDARG00000057263
14970,KBTBD4,ENSDARG00000069271
14971,pigr,ENSDARG00000101890
14972,si:dkey-10b15.4p,ENSDARG00000092951
14973,FRMD4B,ENSDARG00000074599
14974,kbtbd13b,ENSDARG00000013907
14975,L3MBTL1,ENSDARG00000014828
14976,kank3,ENSDARG00000076566
14977,llgl1,ENSDARG00000009693
14978,cars2,ENSDARG00000078546
14979,si:ch73-206d17.1,ENSDARG00000086159
14980,EIF4A2,ENSDARG00000016477
14981,vmn2r1,ENSDARG00000005942
14982,KCNK3,ENSDARG00000043466
14983,mespbb,ENSDARG00000097947
14984,il11b,ENSDARG00000058557
14985,cited4a,ENSDARG00000035990
14986,afap1l1b,ENSDARG00000056453
14987,senp2,ENSDARG00000073837
14988,foxn3,ENSDARG00000012833
14989,polr1g,ENSDARG00000090386
14990,si:dkeyp-7a3.1,ENSDARG00000093709
14991,PHKA2,ENSDARG00000030687
14992,dok1a,ENSDARG00000078108
14993,SYT6,ENSDARG00000076730
14994,scaf8,ENSDARG00000100056
14995,map4k2,ENSDARG00000001234
14996,TRAPPC9,ENSDARG00000099118
14997,CSDC2,ENSDARG00000041323
14998,si:dkey-19b23.7,ENSDARG00000099752
14999,si:ch211-267d1.1,ENSDARG00000096320
15000,KDR,ENSDARG00000017321
15001,IRX6,ENSDARG00000034420
15002,DAB2IP,ENSDARG00000069484
15003,PHB1,ENSDARG00000057414
15004,ATP6V1B2,ENSDARG00000013443
15005,ITGB6,ENSDARG00000002494
15006,CHMP6,ENSDARG00000102024
15007,olfcs2,ENSDARG00000100451
15008,rabgap1l,ENSDARG00000061757
15009,cav4a,ENSDARG00000003632
15010,wdfy4,ENSDARG00000077009
15011,CPA2,ENSDARG00000043722
15012,serpinb1l4,ENSDARG00000096888
15013,MCF2L,ENSDARG00000075859
15014,abcg2c,ENSDARG00000058574
15015,ifnphi1,ENSDARG00000025607
15016,DPYS,ENSDARG00000079543
15017,,ENSDARG00000105525
15018,RAF1,ENSDARG00000059406
15019,CCT7,ENSDARG00000007385
15020,si:dkey-73n8.3,ENSDARG00000089205
15021,si:dkey-111e8.3,ENSDARG00000094849
15022,CCDC191,ENSDARG00000027851
15023,si:ch211-128n12.3,ENSDARG00000101658
15024,HMOX1,ENSDARG00000027529
15025,si:ch211-128n12.4,ENSDARG00000101166
15026,si:ch73-191k20.3,ENSDARG00000094206
15027,DIS3L2,ENSDARG00000033259
15028,si:ch211-281o13.1,ENSDARG00000096779
15029,BLMH,ENSDARG00000025977
15030,MED12,ENSDARG00000103953
15031,si:dkey-183n20.15,ENSDARG00000094265
15032,TNNI3K,ENSDARG00000086933
15033,RFTN1,ENSDARG00000070831
15034,si:ch211-218o21.4,ENSDARG00000079869
15035,nmbb,ENSDARG00000077167
15036,LTN1,ENSDARG00000003984
15037,MAPK8IP2,ENSDARG00000063157
15038,fam110d,ENSDARG00000062517
15039,adamtsl7,ENSDARG00000055439
15040,si:ch211-252f13.5,ENSDARG00000097535
15041,SEM1,ENSDARG00000027899
15042,si:ch73-181m17.1,ENSDARG00000097080
15043,si:ch211-196h24.1,ENSDARG00000098928
15044,si:dkey-121b10.7,ENSDARG00000059948
15045,SUZ12,ENSDARG00000098924
15046,ABCD4,ENSDARG00000061770
15047,ccl36.1,ENSDARG00000105263
15048,KAT6A,ENSDARG00000018907
15049,RPS6KA4,ENSDARG00000044436
15050,si:ch211-131k2.2,ENSDARG00000096645
15051,EIF3J,ENSDARG00000053370
15052,mespba,ENSDARG00000030347
15053,pvalb9,ENSDARG00000071601
15054,KAT7,ENSDARG00000031770
15055,svip,ENSDARG00000097236
15056,tnfrsf11a,ENSDARG00000087804
15057,LRRC18,ENSDARG00000078790
15058,utrn,ENSDARG00000100222
15059,NDUFV1,ENSDARG00000036438
15060,RAB34,ENSDARG00000045628
15061,PFAS,ENSDARG00000003750
15062,MORN5,ENSDARG00000033610
15063,si:dkey-223d7.6,ENSDARG00000094083
15064,cep162,ENSDARG00000087369
15065,arhgap27l,ENSDARG00000061798
15066,CCDC92B,ENSDARG00000090642
15067,CDH17,ENSDARG00000005112
15068,si:dkey-30n5.11,ENSDARG00000103141
15069,taar14f,ENSDARG00000088859
15070,si:dkey-28k24.2,ENSDARG00000095106
15071,mespaa,ENSDARG00000017078
15072,FANCG,ENSDARG00000024967
15073,sall2,ENSDARG00000075116
15074,stat5a,ENSDARG00000019392
15075,taar14d,ENSDARG00000091705
15076,DNAJC19,ENSDARG00000044420
15077,GPR52,ENSDARG00000093460
15078,ZNF703,ENSDARG00000035563
15079,TTPA,ENSDARG00000027584
15080,si:ch211-214p13.3,ENSDARG00000087403
15081,cog5,ENSDARG00000008235
15082,zgc:154054,ENSDARG00000099923
15083,si:dkeyp-82b4.2,ENSDARG00000112648
15084,si:ch211-212d10.2,ENSDARG00000071333
15085,PIGP,ENSDARG00000038805
15086,taar14b,ENSDARG00000091733
15087,si:ch1073-159l14.1,ENSDARG00000104911
15088,si:ch211-268b13.5,ENSDARG00000095965
15089,si:ch211-170n20.5,ENSDARG00000097469
15090,apela,ENSDARG00000094729
15091,si:ch211-268b13.6,ENSDARG00000095810
15092,trmt112,ENSDARG00000071878
15093,CHAC2,ENSDARG00000055078
15094,COX6A1,ENSDARG00000054588
15095,CRH,ENSDARG00000027657
15096,si:ch211-128n12.1,ENSDARG00000098318
15097,si:dkey-201i24.3,ENSDARG00000103572
15098,FLVCR2,ENSDARG00000031506
15099,zyg11,ENSDARG00000007737
15100,avpr2b.1,ENSDARG00000076797
15101,si:ch211-171h4.5,ENSDARG00000077337
15102,PTPA,ENSDARG00000031985
15103,ASPM,ENSDARG00000103754
15104,or62c6,ENSDARG00000105722
15105,TBC1D15,ENSDARG00000057218
15106,MARVELD2,ENSDARG00000025076
15107,ARL6IP5,ENSDARG00000077044
15108,tnni4b.2,ENSDARG00000036671
15109,SEC23IP,ENSDARG00000061413
15110,KLHL14,ENSDARG00000045275
15111,P2RY2,ENSDARG00000099915
15112,si:ch211-171h4.7,ENSDARG00000088408
15113,ndnl2,ENSDARG00000058212
15114,si:dkey-19j7.4,ENSDARG00000094382
15115,or64g2,ENSDARG00000105808
15116,si:ch211-117c9.5,ENSDARG00000071235
15117,ifnphi2,ENSDARG00000069012
15118,MTHFD1,ENSDARG00000018266
15119,tradv23.1.1,ENSDARG00000099434
15120,PER3,ENSDARG00000010519
15121,si:dkeyp-67e6.3,ENSDARG00000096740
15122,PDK1,ENSDARG00000013128
15123,si:dkey-194g4.1,ENSDARG00000109597
15124,znf1063,ENSDARG00000101245
15125,CDH15,ENSDARG00000068191
15126,SLC4A10,ENSDARG00000060303
15127,TESK1,ENSDARG00000079281
15128,si:ch211-170n20.4,ENSDARG00000096903
15129,P2RY2,ENSDARG00000104927
15130,smarca2,ENSDARG00000008904
15131,CYGB,ENSDARG00000099371
15132,rdm1,ENSDARG00000038186
15133,LRRFIP2,ENSDARG00000010400
15134,arhgap46b,ENSDARG00000078145
15135,ECH1,ENSDARG00000012915
15136,myl12.1,ENSDARG00000099766
15137,si:dkey-230e6.3,ENSDARG00000097978
15138,ptgs1,ENSDARG00000052148
15139,armc5,ENSDARG00000078083
15140,MCTS2,ENSDARG00000025972
15141,si:ch211-214p13.4,ENSDARG00000095277
15142,si:dkeyp-7a3.3,ENSDARG00000097910
15143,ext1c,ENSDARG00000035649
15144,FAM76B,ENSDARG00000012432
15145,si:dkey-269o24.2,ENSDARG00000103103
15146,hoxb6b,ENSDARG00000026513
15147,DLX2,ENSDARG00000017174
15148,TNKS,ENSDARG00000062897
15149,SLC26A2,ENSDARG00000011618
15150,ptprq,ENSDARG00000008849
15151,MARS2,ENSDARG00000009218
15152,SNCG,ENSDARG00000034423
15153,EP400,ENSDARG00000100965
15154,DCTN2,ENSDARG00000031388
15155,prnpb,ENSDARG00000044048
15156,P2RY2,ENSDARG00000104425
15157,cbln20,ENSDARG00000087476
15158,gabrg3,ENSDARG00000099919
15159,dpp4,ENSDARG00000079420
15160,JMJD7,ENSDARG00000035546
15161,si:dkey-16c7.4,ENSDARG00000094240
15162,pimr100,ENSDARG00000095588
15163,RASGRF1,ENSDARG00000073824
15164,or64e1,ENSDARG00000094462
15165,IFRD2,ENSDARG00000036811
15166,PDC,ENSDARG00000017634
15167,tlcd2,ENSDARG00000077396
15168,NAPA,ENSDARG00000020405
15169,HOOK1,ENSDARG00000042946
15170,si:ch211-268b13.3,ENSDARG00000095721
15171,pimr149,ENSDARG00000068817
15172,or64g1,ENSDARG00000095222
15173,CDC23,ENSDARG00000044484
15174,tpmt.1,ENSDARG00000055974
15175,pfkfb2a,ENSDARG00000023840
15176,CORO1C,ENSDARG00000035598
15177,or64f1,ENSDARG00000105721
15178,ca9,ENSDARG00000102300
15179,chrdl2,ENSDARG00000078916
15180,nrp1b,ENSDARG00000027290
15181,shtn3,ENSDARG00000056519
15182,CDKL5,ENSDARG00000015240
15183,jag1b,ENSDARG00000013168
15184,si:ch211-171h4.6,ENSDARG00000076574
15185,ttbk2a,ENSDARG00000005670
15186,GPR22,ENSDARG00000004592
15187,relt,ENSDARG00000099724
15188,or64c1,ENSDARG00000087635
15189,SCOC,ENSDARG00000002217
15190,zgc:162200,ENSDARG00000079934
15191,si:dkey-248f6.3,ENSDARG00000093863
15192,KLHL26,ENSDARG00000053876
15193,ECHDC2,ENSDARG00000016607
15194,si:ch211-132b12.6,ENSDARG00000094546
15195,PIM3,ENSDARG00000055129
15196,TRPM3,ENSDARG00000039181
15197,KCNJ2,ENSDARG00000019418
15198,PSMA4,ENSDARG00000045928
15199,si:dkey-88n24.8,ENSDARG00000091095
15200,si:dkey-74i2.2,ENSDARG00000095069
15201,ahr2,ENSDARG00000021833
15202,LHX6,ENSDARG00000052165
15203,si:ch211-217k17.8,ENSDARG00000095434
15204,KCNAB1,ENSDARG00000008140
15205,mtnr1bb,ENSDARG00000086493
15206,agr1,ENSDARG00000060682
15207,sprn2,ENSDARG00000057665
15208,dnajc3a,ENSDARG00000041110
15209,ZW10,ENSDARG00000018738
15210,FKBP5,ENSDARG00000028396
15211,MYL9,ENSDARG00000038123
15212,si:dkey-88n24.7,ENSDARG00000034330
15213,ZDHHC23,ENSDARG00000003899
15214,TBPL2,ENSDARG00000097302
15215,zgc:174895,ENSDARG00000079416
15216,kif20a,ENSDARG00000044491
15217,KCNJ16,ENSDARG00000045039
15218,hdr,ENSDARG00000004392
15219,si:ch211-251p5.6,ENSDARG00000094776
15220,tpmt.2,ENSDARG00000028012
15221,trappc9,ENSDARG00000103106
15222,pcyt1ba,ENSDARG00000058162
15223,DNAJC5,ENSDARG00000004836
15224,phf20a,ENSDARG00000002750
15225,PLA2R1,ENSDARG00000077474
15226,bmf2,ENSDARG00000041414
15227,scxb,ENSDARG00000011635
15228,UBE2QL1,ENSDARG00000079276
15229,zgc:195077,ENSDARG00000070852
15230,asgr1a,ENSDARG00000095963
15231,si:ch211-198i6.2,ENSDARG00000104079
15232,olfcs1,ENSDARG00000104241
15233,linc.0464,ENSDARG00000094128
15234,abca1b,ENSDARG00000079009
15235,TBC1D1,ENSDARG00000062081
15236,alpk3b,ENSDARG00000105630
15237,DDX49,ENSDARG00000012899
15238,chchd4b,ENSDARG00000040707
15239,si:dkey-10f21.19,ENSDARG00000097463
15240,si:dkey-88n24.9,ENSDARG00000089958
15241,si:rp71-26b20.1,ENSDARG00000095432
15242,si:ch211-252f13.6,ENSDARG00000097892
15243,si:dkey-148e22.3,ENSDARG00000092641
15244,CSTPP1,ENSDARG00000102060
15245,COA7,ENSDARG00000019355
15246,si:ch211-93n23.7,ENSDARG00000089552
15247,myo15aa,ENSDARG00000075292
15248,SWAP70,ENSDARG00000051819
15249,TUSC3,ENSDARG00000078854
15250,map4l,ENSDARG00000068745
15251,PGLYRP2,ENSDARG00000062998
15252,TLR2,ENSDARG00000037758
15253,ARF3,ENSDARG00000036998
15254,POMT2,ENSDARG00000055027
15255,lmo7b,ENSDARG00000053535
15256,fam83hb,ENSDARG00000060830
15257,si:ch211-212k18.5,ENSDARG00000103316
15258,LOXHD1,ENSDARG00000094738
15259,krt91,ENSDARG00000036830
15260,MMP14,ENSDARG00000008388
15261,si:ch73-335d12.2,ENSDARG00000025505
15262,ANP32B,ENSDARG00000023330
15263,si:dkey-28k24.1p,ENSDARG00000100655
15264,CTPS1,ENSDARG00000030700
15265,ggt1a,ENSDARG00000023526
15266,GABRB3,ENSDARG00000023771
15267,calm2a,ENSDARG00000031427
15268,VMP1,ENSDARG00000012450
15269,si:dkeyp-115e12.7,ENSDARG00000099269
15270,SV2B,ENSDARG00000060711
15271,si:dkeyp-82b4.3,ENSDARG00000116992
15272,or64b1,ENSDARG00000090931
15273,si:ch211-167j9.4,ENSDARG00000097770
15274,DSCAML1,ENSDARG00000098057
15275,si:dkey-66i24.7,ENSDARG00000096714
15276,si:dkey-183p4.9,ENSDARG00000095412
15277,si:dkey-58i8.4p,ENSDARG00000105550
15278,DAD1,ENSDARG00000102105
15279,si:rp71-10g3.1,ENSDARG00000095161
15280,FAM151A,ENSDARG00000058218
15281,si:dkeyp-82b4.4,ENSDARG00000113548
15282,si:ch73-160i9.1,ENSDARG00000063111
15283,ston2,ENSDARG00000057452
15284,znf1020,ENSDARG00000092000
15285,PDXK,ENSDARG00000088959
15286,HAPLN1,ENSDARG00000068516
15287,si:ch1073-385i9.2,ENSDARG00000063300
15288,si:ch211-266k13.3,ENSDARG00000097841
15289,adgrg11,ENSDARG00000041413
15290,si:rp71-46j2.6,ENSDARG00000053570
15291,si:ch211-136m16.8,ENSDARG00000090767
15292,TMEM94,ENSDARG00000074506
15293,tradv23.1.2,ENSDARG00000100237
15294,si:dkey-207j16.5,ENSDARG00000094597
15295,grap2b,ENSDARG00000101169
15296,il7,ENSDARG00000092045
15297,CHMP3,ENSDARG00000038064
15298,PPP2R3A,ENSDARG00000077722
15299,TLCD5,ENSDARG00000035163
15300,si:rp71-46j2.3,ENSDARG00000092918
15301,si:dkey-269o24.1,ENSDARG00000100865
15302,histh1l1,ENSDARG00000035519
15303,PRPF19,ENSDARG00000015239
15304,si:ch211-113e8.11,ENSDARG00000076585
15305,selenou1a,ENSDARG00000057378
15306,FBXO9,ENSDARG00000011055
15307,lnc.321,ENSDARG00000095368
15308,KDM4B,ENSDARG00000099675
15309,MAPK8IP1,ENSDARG00000102229
15310,si:ch211-284e13.3,ENSDARG00000093036
15311,zgc:153409,ENSDARG00000061547
15312,stab2,ENSDARG00000045748
15313,eya3,ENSDARG00000036100
15314,tradv24.0.1,ENSDARG00000102466
15315,ppp1r14ab,ENSDARG00000017710
15316,VPS13A,ENSDARG00000039225
15317,PTN,ENSDARG00000102340
15318,SNX12,ENSDARG00000019060
15319,muc5.1,ENSDARG00000070331
15320,GABRA5,ENSDARG00000070730
15321,CYB561A3,ENSDARG00000056281
15322,SSR3,ENSDARG00000014165
15323,si:ch211-262h13.6,ENSDARG00000095905
15324,si:ch73-144d13.4,ENSDARG00000086223
15325,xrra1,ENSDARG00000089578
15326,ATP1A1,ENSDARG00000019856
15327,si:dkey-269o24.7,ENSDARG00000101664
15328,si:dkey-10f21.16,ENSDARG00000092159
15329,FLOT2,ENSDARG00000004830
15330,tradv23.1.3,ENSDARG00000103104
15331,ccdc80,ENSDARG00000000002
15332,LTB4R,ENSDARG00000032631
15333,si:ch211-279m15.1,ENSDARG00000092900
15334,tradv24.0.2,ENSDARG00000098394
15335,si:dkeyp-74a11.1,ENSDARG00000075264
15336,HNRNPK,ENSDARG00000018914
15337,znf999,ENSDARG00000101137
15338,si:ch211-167j9.5,ENSDARG00000086369
15339,SASH1,ENSDARG00000007179
15340,CLSTN1,ENSDARG00000031720
15341,mbd6,ENSDARG00000086980
15342,COL11A1,ENSDARG00000026165
15343,SLC35A5,ENSDARG00000000001
15344,si:ch211-136a13.3,ENSDARG00000098044
15345,si:ch211-51k14.4,ENSDARG00000097525
15346,PAWR,ENSDARG00000045486
15347,si:dkey-1h6.8,ENSDARG00000096703
15348,ftr34,ENSDARG00000079614
15349,KYAT3,ENSDARG00000100818
15350,si:ch211-272h9.7,ENSDARG00000095105
15351,si:dkey-7i1.4,ENSDARG00000094502
15352,atg4db,ENSDARG00000088145
15353,DYNC2LI1,ENSDARG00000039770
15354,spint2,ENSDARG00000069476
15355,RNF175,ENSDARG00000037647
15356,si:ch211-217k17.9,ENSDARG00000093494
15357,FBL,ENSDARG00000053912
15358,nptxra,ENSDARG00000040430
15359,RPL14,ENSDARG00000103433
15360,gon4lb,ENSDARG00000005867
15361,znf1151,ENSDARG00000092765
15362,prrg2,ENSDARG00000087193
15363,si:ch211-42i9.5,ENSDARG00000095388
15364,wu:fj29h11,ENSDARG00000096562
15365,or64b4,ENSDARG00000058762
15366,TMEM62,ENSDARG00000053890
15367,si:dkey-19b23.8,ENSDARG00000103211
15368,NBEAL2,ENSDARG00000098641
15369,alox5b.3,ENSDARG00000069966
15370,cbx6a,ENSDARG00000071051
15371,NEU3,ENSDARG00000096382
