,Gene name,Gene stable ID
4835,HS6ST1,ENSDARG00000071501
4836,si:dkey-245m3.3,ENSDARG00000096919
4837,PEX11B,ENSDARG00000069147
4838,TAX1BP3,ENSDARG00000059177
4839,zgc:173742,ENSDARG00000004529
4840,SDR16C5,ENSDARG00000017794
4841,tmtops2b,ENSDARG00000027822
4842,ALG9,ENSDARG00000012840
4843,si:cabz01021067.1,ENSDARG00000116762
4844,pimr22,ENSDARG00000078312
4845,si:dkey-108k21.18,ENSDARG00000111753
4846,NDUFAF8,ENSDARG00000096749
4847,cmlc1,ENSDARG00000032976
4848,si:ch211-265g22.4,ENSDARG00000076512
4849,mhc2d8.37b2,ENSDARG00000076307
4850,si:ch211-114l13.14,ENSDARG00000096615
4851,DIAPH3,ENSDARG00000090785
4852,si:dkey-147f20.9,ENSDARG00000098238
4853,CRABP2,ENSDARG00000030449
4854,acsl1b,ENSDARG00000003854
4855,f11r.1,ENSDARG00000017320
4856,si:dkey-16m19.1,ENSDARG00000097176
4857,UBB,ENSDARG00000002369
4858,FOSB,ENSDARG00000055751
4859,si:ch211-150f22.4,ENSDARG00000097252
4860,HOXD12,ENSDARG00000059263
4861,UBE4A,ENSDARG00000040571
4862,tm2d1,ENSDARG00000057042
4863,si:ch211-103f14.4,ENSDARG00000098042
4864,CSNK1G1,ENSDARG00000104342
4865,rilp,ENSDARG00000074660
4866,ELMOD3,ENSDARG00000074742
4867,YDJC,ENSDARG00000062655
4868,HIKESHI,ENSDARG00000104071
4869,SARM1,ENSDARG00000010610
4870,FTSJ1,ENSDARG00000057089
4871,mast3b,ENSDARG00000086505
4872,UNC45B,ENSDARG00000008433
4873,HIP1,ENSDARG00000062972
4874,,ENSDARG00000093061
4875,ITGA4,ENSDARG00000103056
4876,GALNT18,ENSDARG00000100889
4877,CTNNAL1,ENSDARG00000018162
4878,si:ch211-209l18.3,ENSDARG00000095952
4879,SNAPIN,ENSDARG00000062382
4880,sun1a,ENSDARG00000077178
4881,slc22a13a,ENSDARG00000056551
4882,zp3b,ENSDARG00000039828
4883,timm23b,ENSDARG00000100375
4884,ccl34b.8,ENSDARG00000093098
4885,TARS1,ENSDARG00000013250
4886,lygl1,ENSDARG00000056874
4887,slc22a4,ENSDARG00000005335
4888,si:dkey-165a24.6,ENSDARG00000100454
4889,adgrg2b,ENSDARG00000088937
4890,zgc:193790,ENSDARG00000102033
4891,trafd1,ENSDARG00000075123
4892,zgc:112001,ENSDARG00000078034
4893,si:ch73-208h1.2,ENSDARG00000101625
4894,kitb,ENSDARG00000056133
4895,il22ra2,ENSDARG00000039439
4896,si:dkey-54j5.2,ENSDARG00000096189
4897,MBLAC1,ENSDARG00000077314
4898,si:ch73-305j1.4,ENSDARG00000099407
4899,linc.alien,ENSDARG00000097567
4900,HAPSTR1,ENSDARG00000055383
4901,NUDT14,ENSDARG00000062335
4902,FAM222A,ENSDARG00000090797
4903,PFKP,ENSDARG00000028000
4904,AFF2,ENSDARG00000052242
4905,HACD4,ENSDARG00000102221
4906,si:dkey-121a11.3,ENSDARG00000071458
4907,si:ch211-212c13.10,ENSDARG00000093199
4908,si:ch211-225l7.1,ENSDARG00000098100
4909,gyg2,ENSDARG00000033380
4910,cd79b,ENSDARG00000104691
4911,hbl4,ENSDARG00000054202
4912,POU1F1,ENSDARG00000058924
4913,si:dkey-174c13.1,ENSDARG00000096103
4914,si:dkey-103k4.4,ENSDARG00000095439
4915,NGRN,ENSDARG00000061314
4916,HAS1,ENSDARG00000042983
4917,tmprss9,ENSDARG00000029841
4918,ubxn11,ENSDARG00000053828
4919,toporsa,ENSDARG00000037260
4920,si:ch211-222n4.2,ENSDARG00000093026
4921,cldn30,ENSDARG00000069505
4922,STXBP4,ENSDARG00000076997
4923,TRIM3,ENSDARG00000005397
4924,EIF2AK3,ENSDARG00000062139
4925,TTLL11,ENSDARG00000060374
4926,fam149b1,ENSDARG00000061215
4927,atp5if1a,ENSDARG00000067975
4928,FMR1,ENSDARG00000037433
4929,SMPD4,ENSDARG00000020730
4930,ubox5,ENSDARG00000058563
4931,glipr1b,ENSDARG00000030078
4932,SIX6,ENSDARG00000025187
4933,CLSTN2,ENSDARG00000060637
4934,GSPT1,ENSDARG00000098627
4935,si:ch1073-66l23.1,ENSDARG00000097702
4936,olmf4l1,ENSDARG00000074322
4937,nrxn1b,ENSDARG00000063635
4938,TOMM5,ENSDARG00000068265
4939,ATP5PO,ENSDARG00000001788
4940,si:dkey-169i5.2,ENSDARG00000094252
4941,GRHPR,ENSDARG00000068264
4942,si:dkey-253d23.11,ENSDARG00000079236
4943,NDUFS8,ENSDARG00000051986
4944,ACADL,ENSDARG00000088357
4945,MEP1B,ENSDARG00000040683
4946,si:dkeyp-107f9.3,ENSDARG00000104351
4947,CAMK2B,ENSDARG00000100089
4948,ghrhrl,ENSDARG00000095788
4949,ERCC4,ENSDARG00000014161
4950,CDK5R1,ENSDARG00000045087
4951,zgc:113343,ENSDARG00000103196
4952,si:ch211-91b17.1,ENSDARG00000073915
4953,GRB2,ENSDARG00000105276
4954,tsga10,ENSDARG00000052512
4955,KHDRBS2,ENSDARG00000069469
4956,si:dkey-21o19.5,ENSDARG00000095722
4957,si:dkeyp-44b5.2,ENSDARG00000105244
4958,MTF2,ENSDARG00000005590
4959,tlr19.2,ENSDARG00000070392
4960,zcchc2,ENSDARG00000067950
4961,dynll1,ENSDARG00000058454
4962,PHLPP1,ENSDARG00000078694
4963,tfb2m,ENSDARG00000074756
4964,wipf1b,ENSDARG00000071084
4965,GJB1,ENSDARG00000058064
4966,USP49,ENSDARG00000000229
4967,il17rc,ENSDARG00000099902
4968,SERBP1,ENSDARG00000074242
4969,FABP1,ENSDARG00000059227
4970,dip2cb,ENSDARG00000025513
4971,TAPT1,ENSDARG00000061143
4972,si:ch211-142b24.5,ENSDARG00000103675
4973,si:ch211-122f10.6p,ENSDARG00000105755
4974,ASL,ENSDARG00000033361
4975,si:dkey-72l17.8,ENSDARG00000101475
4976,si:dkey-99n20.6,ENSDARG00000104589
4977,olfm4l2,ENSDARG00000109648
4978,si:ch73-256j6.2,ENSDARG00000071653
4979,UBA52,ENSDARG00000041435
4980,CEP97,ENSDARG00000102407
4981,chd4b,ENSDARG00000025789
4982,cfap221,ENSDARG00000087107
4983,B3GAT3,ENSDARG00000001939
4984,si:ch73-25f10.6,ENSDARG00000091932
4985,si:ch211-133l5.4,ENSDARG00000092533
4986,si:ch1073-127d16.1,ENSDARG00000087674
4987,si:dkey-250a19.1,ENSDARG00000097995
4988,POLDIP2,ENSDARG00000092305
4989,SNRNP40,ENSDARG00000023160
4990,CRCP,ENSDARG00000069373
4991,si:ch211-12e13.12,ENSDARG00000094737
4992,KCTD10,ENSDARG00000017115
4993,DDA1,ENSDARG00000076074
4994,crygm2d1,ENSDARG00000087324
4995,,ENSDARG00000102679
4996,nmur1a,ENSDARG00000060884
4997,afap1l1a,ENSDARG00000089162
4998,P2RX3,ENSDARG00000010477
4999,syt13,ENSDARG00000012306
5000,krt93,ENSDARG00000044976
5001,COPB2,ENSDARG00000038743
5002,TMEM175,ENSDARG00000076376
5003,si:dkey-286j17.3,ENSDARG00000087999
5004,RND3,ENSDARG00000007396
5005,zgc:194990,ENSDARG00000069407
5006,cenpt,ENSDARG00000091271
5007,zgc:158659,ENSDARG00000060597
5008,pimr85,ENSDARG00000113206
5009,rnf4,ENSDARG00000090993
5010,LGR4,ENSDARG00000060542
5011,si:dkeyp-114g9.1,ENSDARG00000069401
5012,MAML3,ENSDARG00000079552
5013,hspa1b,ENSDARG00000056210
5014,RGS13,ENSDARG00000100835
5015,DLGAP2,ENSDARG00000059340
5016,si:dkey-23a13.17,ENSDARG00000105328
5017,SLC16A9,ENSDARG00000013926
5018,si:dkey-23f9.11,ENSDARG00000112873
5019,sdc4,ENSDARG00000059906
5020,fnbp1b,ENSDARG00000096367
5021,PARP12,ENSDARG00000042496
5022,si:dkey-46i9.6,ENSDARG00000090371
5023,si:ch211-245n8.4,ENSDARG00000096222
5024,SLC38A7,ENSDARG00000012002
5025,pimr153,ENSDARG00000110833
5026,si:ch211-71m22.5,ENSDARG00000091266
5027,pthlhb,ENSDARG00000071070
5028,zgc:172106,ENSDARG00000017984
5029,KCNK2,ENSDARG00000055123
5030,SOCS1,ENSDARG00000038095
5031,si:ch211-108p6.4,ENSDARG00000097019
5032,EEA1,ENSDARG00000062868
5033,tbx16,ENSDARG00000007329
5034,or93a8,ENSDARG00000105757
5035,or93a2,ENSDARG00000105817
5036,or93a9,ENSDARG00000105741
5037,DNAJC1,ENSDARG00000001940
5038,fbxo16,ENSDARG00000033949
5039,si:ch211-187d1.1,ENSDARG00000096107
5040,si:dkey-106c17.2,ENSDARG00000094994
5041,si:ch211-161c21.2,ENSDARG00000094943
5042,si:dkey-57c15.1,ENSDARG00000105115
5043,TLCD3B,ENSDARG00000074564
5044,si:ch211-165e15.1,ENSDARG00000102406
5045,si:ch211-212i14.4,ENSDARG00000090061
5046,MRPL46,ENSDARG00000016307
5047,AVPR2,ENSDARG00000029219
5048,COMMD7,ENSDARG00000036784
5049,CRIM1,ENSDARG00000029668
5050,si:dkey-97l20.5p,ENSDARG00000104547
5051,PLP1,ENSDARG00000103732
5052,HPSE,ENSDARG00000063634
5053,rlf,ENSDARG00000063553
5054,si:dkey-262j3.7,ENSDARG00000104141
5055,znf998,ENSDARG00000098193
5056,LRRC42,ENSDARG00000030591
5057,si:dkey-111b14.5,ENSDARG00000103486
5058,zgc:171480,ENSDARG00000043402
5059,NMD3,ENSDARG00000015676
5060,tead1a,ENSDARG00000028159
5061,cdk13,ENSDARG00000076791
5062,senp3a,ENSDARG00000095538
5063,si:ch211-106e7.2,ENSDARG00000097414
5064,si:ch211-194e1.7,ENSDARG00000096449
5065,ADCK5,ENSDARG00000075405
5066,SVOP,ENSDARG00000056833
5067,RXRA,ENSDARG00000035127
5068,NPNT,ENSDARG00000018721
5069,NDUFA1,ENSDARG00000036329
5070,rce1b,ENSDARG00000088207
5071,GRIN2C,ENSDARG00000078149
5072,ARHGAP10,ENSDARG00000078326
5073,GCNT4,ENSDARG00000077550
5074,MORF4L1,ENSDARG00000041155
5075,PTPN4,ENSDARG00000000631
5076,uacaa,ENSDARG00000069250
5077,foxq2,ENSDARG00000071394
5078,IRF2BP1,ENSDARG00000005468
5079,taco1,ENSDARG00000062943
5080,BACE2,ENSDARG00000044781
5081,GCNT4,ENSDARG00000044755
5082,si:ch211-106h11.1,ENSDARG00000017720
5083,si:dkey-176f19.3,ENSDARG00000104038
5084,TTYH2,ENSDARG00000016934
5085,PACSIN2,ENSDARG00000078014
5086,ADAM15,ENSDARG00000089213
5087,HTR2A,ENSDARG00000057029
5088,si:dkey-14d8.20,ENSDARG00000045837
5089,si:dkeyp-21h4.2,ENSDARG00000097640
5090,ANGPTL5,ENSDARG00000056630
5091,si:zfos-2566f7.2,ENSDARG00000099107
5092,UBR7,ENSDARG00000005536
5093,GOLT1B,ENSDARG00000022795
5094,PARVA,ENSDARG00000043710
5095,si:ch211-103n10.3p,ENSDARG00000093227
5096,ADAMTS15,ENSDARG00000029124
5097,IBA57,ENSDARG00000063446
5098,si:dkey-100n23.3,ENSDARG00000062148
5099,si:ch211-107e16.2,ENSDARG00000102786
5100,NPC2,ENSDARG00000090912
5101,si:dkey-9i23.14,ENSDARG00000093289
5102,RLIG1,ENSDARG00000045785
5103,si:ch73-233m11.2,ENSDARG00000091859
5104,JAZF1,ENSDARG00000056793
5105,MRPL24,ENSDARG00000019222
5106,traj54,ENSDARG00000098624
5107,traj38,ENSDARG00000110784
5108,EZH2,ENSDARG00000010571
5109,ptk2ab,ENSDARG00000004672
5110,as.1666,ENSDARG00000093205
5111,ADAMTS8,ENSDARG00000007709
5112,FHIP1A,ENSDARG00000061021
5113,ITPK1,ENSDARG00000013056
5114,senp7a,ENSDARG00000115136
5115,TSPAN33,ENSDARG00000004497
5116,IRF8,ENSDARG00000056407
5117,INTS12,ENSDARG00000091678
5118,tlr20f,ENSDARG00000109522
5119,NCKAP1,ENSDARG00000060853
5120,CSNK2B,ENSDARG00000077776
5121,CSRP1,ENSDARG00000006603
5122,prlrb,ENSDARG00000045955
5123,KICS2,ENSDARG00000045790
5124,PYGB,ENSDARG00000002021
5125,CREB5,ENSDARG00000070536
5126,WDR90,ENSDARG00000079241
5127,ATF2,ENSDARG00000023903
5128,pimr25,ENSDARG00000116676
5129,si:ch211-202h22.7,ENSDARG00000073912
5130,PIAS4,ENSDARG00000007081
5131,sult1st5,ENSDARG00000003475
5132,LYPLA1,ENSDARG00000104228
5133,zgc:163030,ENSDARG00000069192
5134,CDK5RAP3,ENSDARG00000045092
5135,fbxl3l,ENSDARG00000037738
5136,si:dkey-288c23.2,ENSDARG00000068085
5137,ST8SIA2,ENSDARG00000018788
5138,PTAR1,ENSDARG00000102338
5139,mhc1uba,ENSDARG00000075963
5140,si:ch73-116b16.3,ENSDARG00000096846
5141,EDF1,ENSDARG00000009950
5142,GPR45,ENSDARG00000063357
5143,znf1168,ENSDARG00000094109
5144,traj4,ENSDARG00000099869
5145,MTMR11,ENSDARG00000069755
5146,crispld1a,ENSDARG00000077275
5147,EEIG1,ENSDARG00000102566
5148,COQ7,ENSDARG00000062594
5149,KLHL38,ENSDARG00000040278
5150,si:dkey-9i23.15,ENSDARG00000093997
5151,si:dkey-125e8.5,ENSDARG00000105466
5152,fbxl17,ENSDARG00000042072
5153,SMARCAD1,ENSDARG00000014041
5154,si:ch73-281i18.4,ENSDARG00000102533
5155,FBXL22,ENSDARG00000096995
5156,NEK10,ENSDARG00000025335
5157,si:dkey-125e8.4,ENSDARG00000041333
5158,si:dkey-246g23.2,ENSDARG00000062964
5159,MYORG,ENSDARG00000074894
5160,si:ch73-389o5.4,ENSDARG00000100572
5161,caspb,ENSDARG00000052039
5162,si:ch211-260e23.9,ENSDARG00000102572
5163,si:zfos-1169d6.2,ENSDARG00000096924
5164,INTS11,ENSDARG00000025212
5165,SLC25A25,ENSDARG00000010572
5166,HNF4A,ENSDARG00000021494
5167,tmem82,ENSDARG00000097606
5168,UBAC2,ENSDARG00000093065
5169,SLC35F6,ENSDARG00000016745
5170,MFSD4A,ENSDARG00000023768
5171,plaat1,ENSDARG00000100021
5172,si:dkey-199f5.8,ENSDARG00000018853
5173,GJA5,ENSDARG00000069450
5174,si:dkey-247k7.2,ENSDARG00000103199
5175,PPP1R3D,ENSDARG00000077513
5176,GNAT2,ENSDARG00000042529
5177,tcf23,ENSDARG00000087381
5178,CELF4,ENSDARG00000070045
5179,pimr14,ENSDARG00000086941
5180,CPB1,ENSDARG00000045442
5181,klhdc8a,ENSDARG00000061000
5182,zgc:113263,ENSDARG00000045842
5183,si:ch211-246b8.8p,ENSDARG00000102716
5184,ltk,ENSDARG00000042861
5185,NOTCH1,ENSDARG00000103554
5186,HTR5A,ENSDARG00000068557
5187,ASCC2,ENSDARG00000013058
5188,si:zfos-1697h8.1,ENSDARG00000095882
5189,SLC7A6,ENSDARG00000054423
5190,AFDN,ENSDARG00000029472
5191,zgc:162344,ENSDARG00000070040
5192,si:dkey-200j6.4,ENSDARG00000096193
5193,SUSD6,ENSDARG00000030116
5194,spata7,ENSDARG00000075898
5195,CCSER1,ENSDARG00000075919
5196,map2k4b,ENSDARG00000077177
5197,DCXR,ENSDARG00000079271
5198,si:dkey-164n2.1,ENSDARG00000091988
5199,LAMB1,ENSDARG00000045524
5200,SLC46A3,ENSDARG00000079933
5201,HADH,ENSDARG00000030765
5202,SPC25,ENSDARG00000078433
5203,si:ch211-278b7.8,ENSDARG00000095838
5204,IDH3A,ENSDARG00000030278
5205,GBF1,ENSDARG00000027016
5206,si:ch211-225b10.1,ENSDARG00000096696
5207,si:dkey-58f10.7,ENSDARG00000091972
5208,si:ch211-246b8.5,ENSDARG00000099330
5209,basp1,ENSDARG00000053358
5210,lamc3,ENSDARG00000093572
5211,hmx1,ENSDARG00000095651
5212,znf1150,ENSDARG00000100148
5213,aqp12,ENSDARG00000043279
5214,KPNB1,ENSDARG00000104889
5215,fabp4a,ENSDARG00000017299
5216,si:dkeyp-51f12.2,ENSDARG00000095606
5217,sox18,ENSDARG00000058598
5218,si:dkey-219e20.3,ENSDARG00000096595
5219,DNM1,ENSDARG00000009281
5220,si:ch73-344o19.1,ENSDARG00000096791
5221,SPATA1,ENSDARG00000094327
5222,RIC8A,ENSDARG00000007247
5223,CPD,ENSDARG00000055648
5224,SLC5A2,ENSDARG00000100919
5225,olfcq6,ENSDARG00000061883
5226,si:ch73-211l13.8,ENSDARG00000095850
5227,MSI1,ENSDARG00000010710
5228,si:ch211-222k6.2,ENSDARG00000087046
5229,NABP1,ENSDARG00000004692
5230,gnb1b,ENSDARG00000104372
5231,si:dkey-281i15.10,ENSDARG00000095895
5232,si:dkey-225f5.4,ENSDARG00000101975
5233,brd2b,ENSDARG00000046087
5234,ADARB2,ENSDARG00000071823
5235,NPBWR2,ENSDARG00000079423
5236,AGPS,ENSDARG00000042821
5237,DDX18,ENSDARG00000030789
5238,fzr1b,ENSDARG00000022810
5239,rragd,ENSDARG00000006279
5240,SPTBN2,ENSDARG00000053956
5241,POR,ENSDARG00000055092
5242,ACTR2,ENSDARG00000052438
5243,,ENSDARG00000095266
5244,PROX1,ENSDARG00000055158
5245,,ENSDARG00000105306
5246,si:dkey-107f9.5,ENSDARG00000105137
5247,CFAP97,ENSDARG00000056381
5248,TMX2,ENSDARG00000079122
5249,krt99,ENSDARG00000019365
5250,cebpg,ENSDARG00000036073
5251,fgf24,ENSDARG00000037677
5252,si:dkey-190c14.7,ENSDARG00000098712
5253,SURF4,ENSDARG00000035131
5254,SPR,ENSDARG00000058553
5255,SERINC5,ENSDARG00000008153
5256,si:dkey-19a16.13,ENSDARG00000095454
5257,si:ch73-138e16.5,ENSDARG00000040141
5258,insl5a,ENSDARG00000070966
5259,RPS7,ENSDARG00000042566
5260,si:ch211-121a2.2,ENSDARG00000039682
5261,rgl2,ENSDARG00000007727
5262,SPTSSA,ENSDARG00000071203
5263,si:dkey-237j11.4,ENSDARG00000105421
5264,cspg4ba,ENSDARG00000076735
5265,si:dkey-250k15.8,ENSDARG00000078177
5266,hirip3,ENSDARG00000027749
5267,nacad,ENSDARG00000012347
5268,TMEM42,ENSDARG00000102717
5269,SEC23B,ENSDARG00000019360
5270,ifi44a6,ENSDARG00000095673
5271,ANKDD1A,ENSDARG00000098647
5272,fabp1b.2,ENSDARG00000103398
5273,olfck2,ENSDARG00000091990
5274,ARHGEF19,ENSDARG00000078853
5275,MAP3K3,ENSDARG00000060348
5276,si:ch211-117n7.7,ENSDARG00000069828
5277,znf1118,ENSDARG00000100112
5278,TMEM102,ENSDARG00000087162
5279,si:dkey-21o19.2,ENSDARG00000088900
5280,CCSER2,ENSDARG00000087749
5281,NOTCH1,ENSDARG00000052094
5282,NDUFB4,ENSDARG00000019332
5283,NOM1,ENSDARG00000060027
5284,si:ch211-69i3.1,ENSDARG00000102641
5285,mfap4.7,ENSDARG00000092806
5286,anln,ENSDARG00000060917
5287,AMPH,ENSDARG00000007663
5288,ETFRF1,ENSDARG00000045827
5289,cln6a,ENSDARG00000077584
5290,si:ch211-119o8.8,ENSDARG00000092472
5291,ATP6V1F,ENSDARG00000045543
5292,PTDSS2,ENSDARG00000101018
5293,kcnn1b,ENSDARG00000023546
5294,RNF157,ENSDARG00000057481
5295,si:dkey-9i23.6,ENSDARG00000094678
5296,KHDRBS1,ENSDARG00000070475
5297,si:dkeyp-67e1.3,ENSDARG00000091890
5298,MEGF8,ENSDARG00000079751
5299,COX7A2,ENSDARG00000053217
5300,OGFOD3,ENSDARG00000078481
5301,si:ch211-193e13.5,ENSDARG00000052656
5302,pusl1,ENSDARG00000074565
5303,ube2nb,ENSDARG00000045877
5304,nectin4a,ENSDARG00000077419
5305,rorab,ENSDARG00000001910
5306,si:ch1073-205c8.3,ENSDARG00000099556
5307,si:ch211-106n13.3,ENSDARG00000052633
5308,ogg1,ENSDARG00000060002
5309,si:rp71-39b20.4,ENSDARG00000035861
5310,CD36,ENSDARG00000032639
5311,si:ch73-112l6.6,ENSDARG00000097526
5312,CHPT1,ENSDARG00000014572
5313,crygs4,ENSDARG00000010701
5314,si:ch211-229g11.6,ENSDARG00000097072
5315,CLPTM1L,ENSDARG00000021048
5316,si:ch211-142b24.8,ENSDARG00000104852
5317,tmem151a,ENSDARG00000079908
5318,RNF185,ENSDARG00000032997
5319,si:ch211-105c13.3,ENSDARG00000089441
5320,si:ch211-159e21.1,ENSDARG00000095686
5321,lama3,ENSDARG00000071462
5322,si:ch1073-398c20.3,ENSDARG00000101883
5323,napsa,ENSDARG00000009313
5324,si:dkey-227h16.2,ENSDARG00000096489
5325,si:ch73-158p21.5,ENSDARG00000105810
5326,efcab2,ENSDARG00000074323
5327,SCUBE1,ENSDARG00000063097
5328,HSPH1,ENSDARG00000019874
5329,TM9SF3,ENSDARG00000028748
5330,si:ch1073-127a7.1,ENSDARG00000096894
5331,TMOD3,ENSDARG00000002571
5332,si:ch211-69i3.2,ENSDARG00000100118
5333,RNF207,ENSDARG00000012409
5334,SRGAP3,ENSDARG00000060309
5335,ciita,ENSDARG00000090851
5336,cryzl1,ENSDARG00000026902
5337,,ENSDARG00000103293
5338,si:dkeyp-13d12.16,ENSDARG00000098274
5339,LEO1,ENSDARG00000055357
5340,CASQ1,ENSDARG00000018105
5341,GRM8,ENSDARG00000077654
5342,si:ch73-368j24.2,ENSDARG00000105382
5343,alpk2,ENSDARG00000079637
5344,CYB5D2,ENSDARG00000061006
5345,SLC15A1,ENSDARG00000044528
5346,si:ch211-174j14.2,ENSDARG00000093015
5347,PTRH2,ENSDARG00000077339
5348,GDF5,ENSDARG00000002760
5349,,ENSDARG00000110696
5350,si:dkey-23a13.4,ENSDARG00000103819
5351,si:ch73-335l21.1,ENSDARG00000036414
5352,ZGPAT,ENSDARG00000027403
5353,gstt1a,ENSDARG00000042428
5354,PCMTD2,ENSDARG00000053820
5355,si:ch211-113d11.6,ENSDARG00000105351
5356,si:ch211-113d11.8,ENSDARG00000105494
5357,vwa10.1,ENSDARG00000077874
5358,plagx,ENSDARG00000036855
5359,si:dkey-27j5.6,ENSDARG00000086301
5360,SLC66A1,ENSDARG00000043624
5361,EFNA2,ENSDARG00000031372
5362,si:dkey-90a13.10,ENSDARG00000096897
5363,ULK2,ENSDARG00000097205
5364,lmnl3,ENSDARG00000007751
5365,EAF2,ENSDARG00000010432
5366,,ENSDARG00000096939
5367,si:dkey-31e10.4,ENSDARG00000103508
5368,RNF2,ENSDARG00000010381
5369,KSR1,ENSDARG00000068714
5370,PRKAB1,ENSDARG00000044183
5371,TRIM37,ENSDARG00000076473
5372,FIBIN,ENSDARG00000087196
5373,cbln17,ENSDARG00000088911
5374,hspb11,ENSDARG00000067777
5375,si:dkeyp-72g6.2,ENSDARG00000094202
5376,OLFML2B,ENSDARG00000021480
5377,XPR1,ENSDARG00000062449
5378,hmx3b,ENSDARG00000096716
5379,si:dkey-19a16.2,ENSDARG00000058794
5380,si:dkey-231l1.12,ENSDARG00000096277
5381,cicb,ENSDARG00000055502
5382,zgc:174863,ENSDARG00000099476
5383,si:ch73-223i23.1,ENSDARG00000098571
5384,ARMC3,ENSDARG00000074708
5385,si:ch73-286f12.1,ENSDARG00000097194
5386,tmem88b,ENSDARG00000069388
5387,si:rp71-45g20.10,ENSDARG00000056907
5388,ccl39.7,ENSDARG00000099982
5389,KLHL18,ENSDARG00000004306
5390,si:ch211-1f22.16,ENSDARG00000096670
5391,TSPAN7,ENSDARG00000008407
5392,si:dkey-54g2.3,ENSDARG00000092913
5393,NPR3,ENSDARG00000035253
5394,ZPR1,ENSDARG00000043542
5395,ACVR2A,ENSDARG00000011188
5396,ABTB1,ENSDARG00000063354
5397,DCAF5,ENSDARG00000060320
5398,tpte,ENSDARG00000056985
5399,hmgn3,ENSDARG00000036754
5400,,ENSDARG00000097330
5401,TTC6,ENSDARG00000104125
5402,nampt3.2,ENSDARG00000078738
5403,CYTH3,ENSDARG00000007807
5404,or80a6,ENSDARG00000102329
5405,si:ch211-230g14.3,ENSDARG00000068011
5406,SSTR1,ENSDARG00000104922
5407,heatr4,ENSDARG00000090753
5408,si:ch73-70k4.1,ENSDARG00000075915
5409,pcdh2ab9,ENSDARG00000101318
5410,si:ch211-235i11.7,ENSDARG00000100587
5411,GSTM3,ENSDARG00000029473
5412,PLCB1,ENSDARG00000109726
5413,nudt22,ENSDARG00000071671
5414,or42a9,ENSDARG00000101588
5415,si:rp71-82p7.1,ENSDARG00000104012
5416,FBXW7,ENSDARG00000060994
5417,rtn2b,ENSDARG00000057027
5418,znf982,ENSDARG00000088507
5419,nitr3r.1l,ENSDARG00000103866
5420,si:ch211-160d14.15,ENSDARG00000100771
5421,si:ch73-158e15.2,ENSDARG00000098827
5422,ATM,ENSDARG00000002385
5423,prg4b,ENSDARG00000028163
5424,si:ch211-130h14.4,ENSDARG00000094016
5425,si:ch211-271g18.4,ENSDARG00000115564
5426,si:ch211-265g21.1,ENSDARG00000096508
5427,npy7r,ENSDARG00000103623
5428,FAM167B,ENSDARG00000100426
5429,stk36,ENSDARG00000061095
5430,csnk2a2b,ENSDARG00000013582
5431,DPYSL5,ENSDARG00000011141
5432,ARL13B,ENSDARG00000012763
5433,BOLA1,ENSDARG00000039915
5434,atpaf1,ENSDARG00000042799
5435,GRIN3B,ENSDARG00000098667
5436,BIRC2,ENSDARG00000044619
5437,pitpnc1b,ENSDARG00000022807
5438,si:ch211-113a14.26,ENSDARG00000115799
5439,DAB1,ENSDARG00000059939
5440,LIN9,ENSDARG00000028475
5441,vwa5b1,ENSDARG00000059705
5442,FBXO22,ENSDARG00000053505
5443,FTSJ3,ENSDARG00000104938
5444,SEC24B,ENSDARG00000071906
5445,HIBADH,ENSDARG00000007959
5446,si:dkey-234n3.3,ENSDARG00000093648
5447,GABPA,ENSDARG00000069289
5448,selenoj,ENSDARG00000087277
5449,GPAT3,ENSDARG00000016048
5450,si:dkey-29h14.10,ENSDARG00000096959
5451,FAIM,ENSDARG00000005828
5452,zgc:110699,ENSDARG00000017474
5453,MSN,ENSDARG00000058128
5454,psmb12,ENSDARG00000031885
5455,si:ch211-113a14.23,ENSDARG00000114334
5456,si:ch211-195m20.2,ENSDARG00000094108
5457,pdrg1,ENSDARG00000045017
5458,FBP2,ENSDARG00000012366
5459,si:ch211-198e20.8,ENSDARG00000115344
5460,ptgr1.1,ENSDARG00000024877
5461,AK4,ENSDARG00000006546
5462,rxfp3.3a3,ENSDARG00000069246
5463,uraha,ENSDARG00000100719
5464,si:dkeyp-4c4.2,ENSDARG00000116197
5465,sec23a,ENSDARG00000104230
5466,ccl25b,ENSDARG00000070873
5467,nppcl2,ENSDARG00000116713
5468,hist1h2a3,ENSDARG00000070280
5469,si:dkey-16f21.2,ENSDARG00000102689
5470,si:ch1073-412h12.3,ENSDARG00000094486
5471,cct2,ENSDARG00000087206
5472,si:ch211-286j13.1,ENSDARG00000095159
5473,prf1.6,ENSDARG00000024522
5474,si:ch211-107e16.1,ENSDARG00000102124
5475,mstna,ENSDARG00000042947
5476,CREB3L2,ENSDARG00000063563
5477,si:dkeyp-59c12.2,ENSDARG00000096815
5478,B3GALT9,ENSDARG00000094253
5479,SH3PXD2A,ENSDARG00000060148
5480,traj57,ENSDARG00000116269
5481,CALHM2,ENSDARG00000074179
5482,PMM2,ENSDARG00000037654
5483,traj16,ENSDARG00000113034
5484,PLD3,ENSDARG00000068199
5485,FAM219A,ENSDARG00000016396
5486,ZNF292,ENSDARG00000043973
5487,GXYLT1,ENSDARG00000022550
5488,si:dkey-248g17.3,ENSDARG00000092272
5489,hdx,ENSDARG00000079382
