Unnamed: 0,Gene,sox2,gata1a,foxh1,sall4,nanog,smad2,rad21a,eomesa,ctcf,hif1ab,pou5f1,rnf2,tbxta,zic3,tbx6,sox10,tbx16,ensembl_id
5820,dcun1d3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011493
5821,tpmt.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000028012
5822,phf23a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000030887
5823,npas1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015876
5824,si:dkey-102f14.5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
5825,smarcad1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000073721
5826,sh3rf1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070470
5827,vent,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,ENSDARG00000100483
5828,dus2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077607
5829,gnpda1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037307
5830,nitr3c,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
5831,barhl2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000104361
5832,trim35-28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021021
5833,ush1c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051876
5834,mxd1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000032039
5835,usp54b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5836,camk2n1a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000025855
5837,kdm5c,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000006124
5838,lratd1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018921
5839,si:dkey-97l20.6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000105492
5840,DCK2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5841,im:7147486,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000086626
5842,lrrc29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
5843,irf4a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000006560
5844,adgrl3.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,ENSDARG00000061121
5845,palm1a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026882
5846,cables1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099395
5847,daxx,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000000729
5848,med12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103953
5849,ces2b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101726
5850,tmco6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016336
5851,troap,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094977
5852,fmr1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037433
5853,hmbsb,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055991
5854,socs3b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026611
5855,col12a1a,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,MISSING
5856,si:dkey-1b17.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5857,gid4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079482
5858,ttll10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000090472
5859,jupa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070787
5860,tpd52l2b,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000013655
5861,si:ch211-160o17.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5862,psme3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012234
5863,slc30a9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057272
5864,rbm44,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069758
5865,cxcr4b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000041959
5866,gnpnat1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039892
5867,plekhm3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000030633
5868,acot9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000058352
5869,mapk4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000110581
5870,bcar3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000016981
5871,tti1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004114
5872,entpd6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008757
5873,tnfsf11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068141
5874,tp53inp1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028017
5875,sept4b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5876,vrk1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018006
5877,selenom,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051957
5878,eif3eb,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000002549
5879,znf1153,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103954
5880,efna5a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5881,epha4a,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054454
5882,gba3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000031150
5883,gtpbp6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000061091
5884,igf2bp2b,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099758
5885,cyp2r1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056587
5886,arhgap21b,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000075673
5887,alkbh3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045606
5888,hadh,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000030765
5889,slc9a1a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
5890,stard10,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000097718
5891,id1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040764
5892,hemgn,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000096667
5893,eva1ba,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102701
5894,chmp6a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000097451
5895,ndufs6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056583
5896,dbx1a,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086393
5897,tax1bp1a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098288
5898,spag6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020158
5899,grhpra,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068264
5900,si:dkeyp-68b7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092766
5901,tmie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069423
5902,dexi,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055474
5903,dtymk,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052103
5904,rab3c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014462
5905,znf1128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000092968
5906,pcbp3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054378
5907,cox18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102463
5908,cnot3b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000019842
5909,si:dkey-33c12.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5910,tnfrsf11a,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087804
5911,srgap1a,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000007461
5912,cct6a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021252
5913,mipepa,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000055344
5914,adnp2b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028431
5915,pyroxd2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014101
5916,cisd1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079516
5917,babam1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077526
5918,tufm,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000104173
5919,sco2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000045555
5920,panx3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000004627
5921,dynlrb2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000089952
5922,gpr137,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000037244
5923,lats1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003751
5924,si:ch73-86n18.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5925,wrap53,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086150
5926,wnt5b,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102464
5927,hsp90ab1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000029150
5928,arhgap33,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011333
5929,smu1b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051970
5930,mepce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035771
5931,e2f7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008986
5932,uckl1b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078973
5933,ppl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101043
5934,bace1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000101716
5935,si:dkey-42p14.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092825
5936,LOC572297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5937,si:dkey-217l24.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5938,acot9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000058390
5939,selenow2a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000038228
5940,hsd3b2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000019747
5941,ctbp1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000057007
5942,c1qtnf4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024299
5943,si:dkey-152b24.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105043
5944,mrm2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000075368
5945,lmx1ba,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000104815
5946,noxred1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000027538
5947,ap5s1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076755
5948,si:ch211-117c9.5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000071235
5949,hmx3a,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070955
5950,cib2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102820
5951,pus10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079973
5952,mettl7a,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MISSING
5953,ccnc,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009607
5954,poglut3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000021408
5955,si:dkeyp-100a1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000092141
5956,scamp2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000010279
5957,brf1b,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000005002
5958,nucks1b,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000012777
5959,vcana,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103515
5960,rpgrip1l,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051754
5961,LOC101885083,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MISSING
5962,eif2b1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000091402
5963,snx25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099545
5964,smyd2a,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000055151
5965,rragca,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069829
5966,scn4ba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099031
5967,kdm8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102512
5968,si:dkey-210j14.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000089883
5969,si:dkey-29b11.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000087388
5970,rpl30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000035871
5971,si:ch211-157b11.12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000086336
5972,lin37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000053950
5973,nop14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000098859
5974,tmbim4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014361
5975,lrrc57,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000043938
5976,ngs,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054321
5977,brms1lb,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018047
5978,si:ch73-182e20.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102727
5979,rpl27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000015128
5980,tmed4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024954
5981,LOC797032,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
5982,si:dkey-7i4.13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000106749
5983,dolpp1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036915
5984,si:ch73-158p21.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102679
5985,rxfp3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000057410
5986,amer3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000095819
5987,ube2ia,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000052649
5988,ccdc97,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000074703
5989,pkig,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086471
5990,ephb3a,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000031548
5991,si:ch73-386h18.1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,MISSING
5992,si:rp71-19m20.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089828
5993,rnaseh2a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000018891
5994,ankrd22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000002298
5995,rxfp3.3a2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000062111
5996,trnau1apb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000056475
5997,plekhh2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000040851
5998,si:dkey-12e7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069328
5999,slc25a10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000097890
6000,tmem208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068291
6001,ctu2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000051851
6002,scaper,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000023104
6003,sec24a,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104375
6004,pard6gb,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036090
6005,zdhhc18a,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069807
6006,kctd13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044769
6007,fnbp1l,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000020131
6008,cfap45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000068103
6009,adad1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089181
6010,znf408,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036043
6011,rnf146,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089981
6012,fndc5a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069739
6013,yeats2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078767
6014,atg101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000043287
6015,baalcb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000089549
6016,slc6a22.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001354
6017,rbm41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054096
6018,pfdn6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000037108
6019,psmb8a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001303
6020,cyp2p6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000042978
6021,cax2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000015732
6022,polr2i,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ENSDARG00000040443
6023,ftr93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000039852
6024,ptprub,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101081
6025,hectd3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000038905
6026,cyp26b1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000077121
6027,rbm26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000104130
6028,gipc2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000009488
6029,ptmab,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000101766
6030,matr3l1.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000001162
6031,fam234a,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000071449
6032,enoph1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000026198
6033,calcrl2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
6034,caly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036008
6035,fbxo22,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,ENSDARG00000053505
6036,rfx7b,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000103691
6037,ighmbp2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000069274
6038,si:ch211-40k21.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000097264
6039,dcaf17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000074909
6040,espn,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000076414
6041,dnajc4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000024090
6042,eif3bb,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MISSING
6043,lins1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000086879
6044,krt95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000014356
6045,dpy19l1l,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ENSDARG00000069995
6046,shcbp1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000102068
6047,tbl1xr1b,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000008966
6048,nadsyn1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101378
6049,itpk1b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000070583
6050,hdgfl2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000019530
6051,slc26a5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000022424
6052,si:dkey-19b23.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000105530
6053,nln,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,ENSDARG00000019233
6054,aplp2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000054864
6055,cebpg,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000036073
6056,igf2bp2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000003421
6057,si:ch211-257p13.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000053431
6058,tmem98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000059743
6059,ankrd46a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ENSDARG00000044328
6060,bap1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000063051
6061,atp6ap2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000008735
6062,pkd1l2b,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101214
6063,dhrsx,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079280
6064,snrpa1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ENSDARG00000024651
6065,uqcc2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000011272
6066,foxe1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000079266
6067,cxxc1a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000101996
6068,pitpnbl,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000015310
6069,tagln3b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000115045
6070,psmg1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000040620
6071,twnk,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000099900
6072,desi1a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000033140
6073,bnip3lb,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000028067
6074,man1b1b,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ENSDARG00000076592
6075,taar16b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000094626
6076,si:ch211-161c3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSDARG00000078781
6077,nkx3.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ENSDARG00000069327
