Gene ID,Median RPKM,Mean RPKM,Sample variance RPKM,Difference RPKM,Median log RPKM,Mean log RPKM,Sample variance log RPKM,Difference log RPKM
ENSDARG00000000001,0.8168540126218081,0.9213623257610039,0.36627426773829996,2.82418859710839,-0.0376998099789496,-0.058059774839545567,0.060175244749151174,1.0536426694349026
ENSDARG00000000018,1.27508147055537,1.893192258422008,3.4327732641550335,6.32746354821432,0.1383284299222486,0.10365518561273945,0.19592794826977075,1.5247932571602472
ENSDARG00000000019,1.545900298098244,1.8907275922859745,1.4684349993301484,4.30853523962051,0.2164035238913121,0.20988852833640478,0.08928312582294369,1.1066150447252907
ENSDARG00000000068,0.3275193612960316,0.5752809666874803,0.5957096290902929,3.9485095038708637,-0.3690442123659233,-0.33049103128015755,0.12026259331369535,1.456119580844263
ENSDARG00000000069,1.3684320201420623,2.1594651082539085,5.014735361814168,10.124392737024078,0.1668538460167691,0.16538845362538296,0.1778603787383216,1.7499821095742585
ENSDARG00000000086,0.3245236996312116,0.39742725304080045,0.1704254837324686,1.5875141911719732,-0.3720980596444029,-0.44898792570625723,0.13987442568431266,1.2272474337233679
ENSDARG00000000103,0.8262438284274608,1.1621012695833595,0.9306988170106965,3.6899067444490337,-0.0332746727117547,-0.030618824188568965,0.1279910460632097,1.403861366802507
ENSDARG00000000142,0.4674616333160549,0.5485376811926992,0.18858582742846428,1.8575276105671208,-0.2460634962535994,-0.2788225135380319,0.08579791042599293,1.2689578142646858
ENSDARG00000000151,0.0899266385853833,0.12244026155349699,0.01367513435458056,0.5688115234795512,-0.7214141180471718,-0.6978174522097397,0.037009907716905856,0.8209500030454617
ENSDARG00000000161,0.023059863098764,0.12417353243184921,0.06644881575756552,1.4014389689595623,-0.909883572390233,-0.7768800751637249,0.08254788680537892,1.1765076835328148
ENSDARG00000000175,0.3436343296212613,0.6265096334240018,1.459584234419637,6.789543181018559,-0.352974854343867,-0.4130102827679178,0.2056620020105673,1.8381904264736502
ENSDARG00000000183,0.3815463260575251,0.5999602029217396,0.43030898409909424,2.376270040581813,-0.3173619262271681,-0.32978610102506023,0.1631291752092945,1.383054843828611
ENSDARG00000000189,0.0590630907260449,0.08739553465809997,0.008401351548286216,0.4097900253584148,-0.7984305831040257,-0.7650763589787943,0.029960164028783213,0.698683902477151
ENSDARG00000000229,0.3420511606058634,0.5441273479676495,0.2642841886684752,2.1702084192020457,-0.3545274648522027,-0.3140028463276997,0.1117694595232903,1.313162051600235
ENSDARG00000000241,5.378847727601876,5.607370251726584,12.185563868953203,14.323728955217488,0.7386892303523542,0.618378701670478,0.20123420822762628,2.1590775527077315
ENSDARG00000000349,0.1420095627816648,1.2893082866635042,19.827642516308497,24.778378379255454,-0.616167472940001,-0.5148342642707413,0.336821634739456,2.395822068788349
ENSDARG00000000369,0.0559740784647647,0.16685449281078063,0.045200183303036545,0.6841865170979843,-0.8069475716142513,-0.6985115357715426,0.10553233173018367,0.894419370991115
ENSDARG00000000380,0.018791204436858,1.0845814716453352,37.6906088086761,36.36293648768143,-0.9252157142870634,-0.805087074282866,0.19541295332009678,2.56185164097948
ENSDARG00000000442,1.051535120858303,2.828709416187341,22.978997464649115,21.206651242070883,0.0612771881207967,0.09981803841285944,0.3033740690739663,2.1792344866630042
ENSDARG00000000472,0.0091399234037235,0.13148892865302203,0.11540068747785397,1.3947390666247124,-0.962016355348107,-0.8241543973472152,0.10371664036320595,1.1745653854259077
ENSDARG00000000476,0.0411757343780563,0.07144520838495573,0.011326775845279755,0.4553331880615855,-0.8502399444410356,-0.8122196211305999,0.032000994361835455,0.7445536287423549
ENSDARG00000000489,2.832313231156124,3.1305600134914062,6.793830499463762,12.831970605772504,0.4672103599993654,0.3308585371719221,0.2174132124078825,2.034893393027623
ENSDARG00000000503,0.0169753202731594,2.9557885549009986,50.60629647460973,25.907591048536982,-0.9319057570554196,-0.5332161002970952,0.6714033615803895,2.415100127560044
ENSDARG00000000516,0.012964990132011,0.5905485169840461,8.314100722805753,17.024128062529105,-0.9470561312805076,-0.7886201761141682,0.19541015392200667,2.233608467039039
ENSDARG00000000529,0.2390681345765677,0.6492622867902009,1.6336337110766848,6.662801585389489,-0.4697130230435865,-0.4298932351197812,0.22313959126885802,1.8301266457966952
ENSDARG00000000540,1.6687654472127371,1.8471394510687447,1.2776767805670304,5.400309841949264,0.247670245722052,0.2149441615694251,0.07284319228126443,1.2245654305469482
ENSDARG00000000542,0.3456865948819516,0.5093226068881588,0.3869458889439096,3.3652814322852884,-0.3509704281896791,-0.3554817910211468,0.11438902129615083,1.4545536918906947
